Store ID;lat;long
605;56.854307;60.606754
606;56.859181;60.645848
607;56.787588;60.782683
608;56.811656;60.60849
609;56.761467;60.815169
610;56.84763;60.622563
611;56.855111;60.63391
612;56.859357;60.626275
613;56.749279;60.607037
614;56.85754;60.601567
615;56.803519;60.555821
616;56.793593;60.6193
617;56.820324;60.543621
618;56.836598;60.545585
619;56.837433;60.622116
620;56.762961;60.566476
621;56.789176;60.774853
622;56.814197;60.620505
623;56.79155;60.629487
624;56.788335;60.529009
625;56.841772;60.620219
626;56.790257;60.514459
627;56.835352;60.592404
628;56.799573;60.57701
629;56.851391;60.657891
630;56.824344;60.626797
631;56.842515;60.643984
632;56.857147;60.607293
633;56.862465;60.545213
634;56.843949;60.625044
635;56.827653;60.59421
636;56.804749;60.575346
637;56.830624;60.546379
638;56.825444;60.582945
639;56.834321;60.688494
640;56.808907;60.617392
641;56.821934;60.605617
642;56.797123;60.513739
643;56.868633;60.554251
644;56.86505;60.58046
645;56.849799;60.597593
646;56.841079;60.662031
647;56.844278;60.578849
648;56.853143;60.643072
649;56.859549;60.620488
650;56.85109;60.615644
651;56.845914;60.618525
652;56.834513;60.68407
653;45.06872;39.026535
654;45.0024;41.903111
655;56.897514;60.584836
656;45.06422;41.983576
657;51.696262;39.258517
658;51.655137;39.180138
659;55.196067;61.362041
660;56.852219;60.640798
661;55.174662;61.395717
662;45.039363;41.957079
663;45.03559;41.955202
664;45.012711;41.916922
665;51.667681;39.187245
666;45.012711;41.916922
667;56.857148;60.654176
668;45.018833;41.931477
669;44.996632;41.912751
670;44.999025;41.92075
671;56.794717;60.569004
672;51.647055;39.239863
673;55.164925;61.405506
674;45.046056;38.96584
675;56.760828;60.702102
676;45.051243;41.992137
677;45.066386;41.950262
678;55.185116;61.419818
679;51.68444;39.266367
680;56.899154;60.610671
681;55.172508;61.452885
682;45.059923;38.94222
683;51.616951;39.241459
684;51.7155;39.171174
685;55.17192;61.305286
686;56.791924;60.511784
687;55.154159;61.254187
688;55.169579;61.44398
689;55.194337;61.48123
690;55.157367;61.394978
691;45.036049;42.027404
692;55.194954;61.314013
693;55.209114;61.285633
694;55.160389;61.381683
695;57.692731;39.770462
696;55.114483;61.347216
697;55.177318;61.48891
698;44.99771;41.926685
699;57.606064;39.820957
700;57.688208;39.763459
701;56.786131;60.525086
702;45.014393;38.992064
703;55.251552;61.402921
704;55.189675;61.320261
705;56.802119;60.601096
706;56.84315;60.57723
707;56.898223;60.592341
708;45.088039;39.002541
709;45.072387;39.016034
710;51.633162;39.268752
711;57.651624;39.948247
712;55.177795;61.457651
713;51.670203;39.186831
714;45.067708;39.023804
715;55.241103;61.375379
716;55.184333;61.302739
717;45.018542;39.033623
718;45.084988;39.020237
719;45.028283;39.090451
720;45.039225;38.909904
721;45.020024;39.042477
722;45.018678;38.995665
723;45.027427;39.043061
724;45.111067;39.022092
725;45.05034;38.997842
726;45.027177;38.908519
727;45.144356;38.994003
728;45.030034;39.059302
729;63.478634;86.85488
730;45.059927;41.9313
731;45.059415;41.974579
732;45.033632;41.965271
733;45.051121;41.984776
734;45.035449;38.970795
735;56.895671;60.638904
736;57.606443;39.879749
737;45.034398;38.920961
738;45.04834;38.983048
739;45.028153;38.972176
740;45.038073;38.988376
741;44.996517;41.923484
742;45.036865;41.945222
743;45.011403;41.923764
744;45.054172;39.017676
745;45.058997;38.955131
746;45.064336;39.014843
747;45.046347;41.974546
748;45.024603;38.959507
749;45.037039;38.97033
750;45.038134;38.976799
751;45.032463;38.98447
752;45.017744;38.960534
753;45.026135;39.017558
754;55.197239;61.305954
755;57.696477;39.776924
756;45.033513;38.917984
757;45.012661;39.036763
758;44.985392;41.923143
759;45.013161;39.047784
760;45.042674;39.109353
761;45.025814;38.904546
762;45.12508;38.96504
763;45.018763;38.985412
764;45.035465;41.945511
765;45.053881;38.984498
766;45.033445;42.019946
767;45.055435;41.996644
768;45.032046;41.981171
769;45.064256;41.983477
770;45.019947;39.049055
771;45.134179;39.019736
772;45.013517;39.005635
773;45.119632;38.941292
774;45.046452;38.926276
775;45.100405;38.979498
776;45.063489;38.991438
777;45.015348;41.918451
778;45.000669;39.072912
779;44.999329;41.914899
780;45.037862;38.971134
781;45.014747;41.904695
782;45.035732;41.939457
783;45.116165;39.028832
784;45.058946;39.129948
785;45.038966;41.979618
786;45.038709;39.110095
787;45.021622;38.983874
788;45.045647;38.981397
789;45.035494;42.026841
790;45.036718;38.970478
791;45.001855;41.902231
792;45.0602;38.92352
793;45.137779;38.998172
794;45.002546;39.073809
795;45.030501;41.975556
796;45.093455;39.011687
797;45.068275;39.034001
798;55.192907;61.302233
799;55.189411;61.332416
800;55.186675;61.28635
801;51.655111;39.150941
802;51.672373;39.206587
803;51.714115;39.194218
804;51.67188;39.202154
805;51.695605;39.186531
806;51.71323;39.191393
807;51.678646;39.204789
808;51.682403;39.254193
809;51.624953;39.076592
810;51.682482;39.035339
811;51.697128;39.146371
812;51.705746;39.151169
813;51.711561;39.141256
814;51.719708;39.165761
815;51.706185;39.157747
816;51.666696;39.207807
817;51.71735;39.170678
818;51.706253;39.157955
819;51.639563;39.236182
820;51.620662;39.063302
821;51.637356;39.234055
822;51.657755;39.205045
823;51.651325;39.242065
824;51.701756;39.18252
825;51.652504;39.179369
826;51.642383;39.27008
827;51.657076;39.182652
828;51.646502;39.125285
829;51.685087;39.128326
830;51.599568;39.254036
831;45.038798;41.979972
832;45.016277;41.900337
833;45.128334;38.993828
834;45.066925;38.949817
835;45.037644;38.991025
836;45.068474;39.033936
837;45.14565;38.998837
838;45.069098;38.966801
839;45.061563;38.965744
840;45.036424;38.970789
841;45.061711;38.986055
842;45.046089;38.937253
843;45.055818;38.932276
844;45.031477;39.031934
845;45.100483;38.97958
846;45.063781;39.014945
847;45.055121;39.009453
848;45.093948;39.0071
849;45.019831;39.001834
850;45.032106;38.968679
851;45.086062;39.003811
852;45.093485;39.00712
853;45.106689;38.994947
854;45.084272;39.011354
855;45.0668;39.041907
856;45.009329;39.07205
857;45.008897;38.96801
858;45.064689;39.007662
859;45.06817;38.956213
860;45.074513;38.902867
861;45.042922;38.936673
862;44.991941;39.071041
863;45.05747;39.033061
864;45.049688;38.967095
865;45.106729;38.99506
866;56.833045;60.635672
867;55.17151;61.310387
868;56.783838;60.544918
869;55.098273;61.482396
870;55.192462;61.286436
871;56.786319;60.525435
872;56.848309;60.622339
873;56.810346;60.624454
874;56.75243;60.709297
875;55.109997;61.387474
876;55.132834;61.46911
877;56.830004;60.63088
878;55.189469;61.340103
879;56.848535;60.599013
880;56.844109;60.624903
881;55.145266;61.436528
882;56.811489;60.599857
883;56.856939;60.654167
884;55.208805;61.281073
885;55.240006;61.310444
886;55.160571;61.404395
887;55.174369;61.313564
888;56.826128;60.59041
889;56.83186;60.567284
890;56.833086;60.58698
891;56.880996;60.511454
892;55.03981;61.376397
893;55.037273;61.37155
894;56.768516;60.609678
895;56.804583;60.622822
896;55.104105;61.385787
897;56.804071;60.603183
898;56.841389;60.684001
899;55.067942;61.267797
900;55.178;61.349049
901;55.161693;61.442295
902;55.114123;61.348915
903;55.113938;61.345892
904;56.782149;60.606842
905;55.175495;61.293471
906;55.18496;61.299199
907;55.165672;61.295614
908;55.207667;61.285235
909;56.832724;60.662095
910;55.178079;61.326716
911;56.869442;60.55376
912;56.752542;60.695191
913;55.215054;61.303558
914;55.176252;61.429134
915;55.160671;61.297203
916;56.821244;60.636099
917;56.809875;60.619157
918;56.754327;60.70071
919;55.18643;61.436365
920;55.178174;61.361337
921;55.264507;61.389713
922;55.23484;61.307479
923;55.189623;61.318589
924;56.801758;60.56812
925;56.895996;60.638518
926;55.193503;61.354177
927;55.13817;61.399822
928;55.103326;61.379446
929;56.883301;60.50014
930;55.167715;61.523856
931;56.857429;60.630321
932;56.800117;60.582161
933;55.193544;61.337707
934;55.207645;61.300353
935;55.188533;61.274555
936;55.121163;61.513262
937;56.899128;60.599814
938;55.193201;61.280689
939;55.160469;61.400848
940;55.169833;61.280539
941;55.145299;61.387026
942;55.203847;61.284973
943;56.776018;60.610104
944;55.174872;61.25699
945;56.788231;60.531714
946;55.181508;61.290775
947;56.86309;60.639292
948;55.234908;61.298997
949;56.831648;60.62405
950;56.821993;60.577064
951;56.835702;60.61898
952;55.1422;61.375944
953;56.818825;60.566579
954;55.058565;61.323449
955;56.833558;60.545816
956;55.208474;61.301988
957;56.782449;60.536911
958;55.20006;61.285952
959;55.164232;61.36632
960;51.668146;39.191271
961;57.629794;39.858963
962;51.641758;39.237131
963;57.622725;39.85834
964;45.046991;41.911146
965;45.015546;39.023433
966;45.090674;39.006912
967;45.022357;41.964078
968;45.003125;41.915242
969;57.678879;39.786688
970;57.640146;39.958679
971;57.685092;39.772066
972;57.694421;39.767921
973;45.071761;41.942013
974;45.034044;41.965097
975;45.015585;41.930853
976;45.036648;41.945726
977;45.051121;41.984776
978;45.023333;41.931848
979;45.061602;41.922989
980;45.006848;41.916294
981;45.002419;41.923269
982;55.181906;61.291437
983;51.690486;39.257589
984;55.144999;61.386269
985;55.190304;61.469697
986;55.177878;61.464665
987;55.193596;61.363873
988;55.191755;61.380267
989;55.16209;61.440911
990;56.833413;60.61296
991;56.88642;60.503589
992;56.888526;60.621652
993;51.638706;39.186891
994;51.65461;39.187401
995;57.641748;39.882915
996;56.864693;60.648107
997;57.628046;39.859378
998;57.608157;39.836883
999;57.550628;39.93142
1000;56.863195;60.653378
1001;51.728357;39.202706
1002;57.642218;39.835128
1003;56.818535;60.616747
1004;51.656171;39.117391
1005;57.725838;39.818978
1006;57.586227;39.863695
1007;51.657483;39.103815
1008;57.694358;39.77328
1009;57.63786;39.823951
1010;57.642703;39.944458
1011;57.637773;39.811471
1012;57.607482;39.948539
1013;57.627002;39.883505
1014;57.632129;39.82865
1015;57.563121;39.920362
1016;57.694353;39.765185
1017;51.655139;39.103118
1018;51.711748;39.194316
1019;57.576659;39.863576
1020;57.638283;39.911244
1021;57.687626;39.767956
1022;51.691164;39.26719
1023;56.842907;60.639992
1024;57.627376;39.857452
1025;57.621625;39.849537
1026;57.571255;39.859962
1027;56.843811;60.625005
1028;56.795554;60.616913
1029;51.671382;39.153413
1030;57.67817;39.787906
1031;57.627318;39.842808
1032;57.686042;39.802805
1033;57.626178;39.838638
1034;57.65558;39.959109
1035;57.675653;39.783849
1036;57.684593;39.76964
1037;51.654437;39.11182
1038;57.637911;39.961772
1039;51.624845;39.07709
1040;51.690356;39.282898
1041;57.625148;39.892526
1042;57.696312;39.794062
1043;51.712831;39.162944
1044;56.831197;60.637868
1045;56.832216;60.587879
1046;56.839427;60.610352
1047;56.826485;60.593987
1048;56.778614;60.60304
1049;56.835541;60.591044
1050;56.800371;60.622748
1051;45.014576;41.925247
1052;45.012708;39.037148
1053;45.020521;39.009568
1054;45.018514;39.042711
1055;45.049649;38.981638
1056;45.026022;39.071763
1057;45.028357;38.989808
1058;45.020242;39.042652
1059;45.020047;38.97297
1060;45.068002;38.96415
1061;45.019771;39.027549
1062;45.042762;39.110114
1063;45.059765;38.959065
1064;45.062253;39.002233
1065;45.059927;38.9453
1066;45.021675;39.016503
1067;45.113922;38.938117
1068;45.04191;41.994724
1069;45.040259;38.99398
1070;45.085621;39.003459
1071;57.703752;39.760251
1072;57.57437;39.874133
1073;56.765007;60.548715
1074;56.907872;60.622079
1075;57.589119;39.848502
1076;56.798467;60.517868
1077;56.823008;60.591014
1078;56.82019;60.56685
1079;45.011529;39.012853
1080;56.80751;60.555104
1081;56.888518;60.59193
1082;56.903684;60.634552
1083;56.831625;60.541514
1084;56.834819;60.621856
1085;56.776112;60.61046
1086;56.860941;60.646787
1087;56.809402;60.615605
1088;56.856298;60.651683
1089;56.86483;60.53523
1090;56.791277;60.524146
1091;56.792773;60.624592
1092;56.752339;60.695031
1093;56.837472;60.678624
1094;45.019426;41.926495
1095;45.046141;41.967355
1096;45.012034;41.913543
1097;45.060523;41.932482
1098;51.65743;39.126327
1099;51.729418;39.204701
1100;51.717002;39.272711
1101;51.669519;39.213437
1102;51.648637;39.195611
1103;51.706508;39.182451
1104;51.646616;39.13276
1105;51.741624;39.312516
1106;51.647512;39.23387
1107;51.657976;39.098299
1108;51.72593;39.190815
1109;51.644975;39.26801
1110;51.651923;39.120727
1111;51.714822;39.145716
1112;51.594595;39.240138
1113;51.64186;39.204588
1114;51.708101;39.186684
1115;51.678498;39.217684
1116;57.552325;39.933543
1117;57.607572;39.823884
1118;56.895912;60.641146
1119;56.902015;60.622376
1120;56.88501;60.57636
1121;56.809377;60.711659
1122;56.828941;60.636086
1123;56.752479;60.709189
1124;56.801655;60.570031
1125;56.753176;60.697233
1126;56.814197;60.620505
1127;56.801492;60.628716
1128;56.893306;60.602924
1129;56.818384;60.671729
1130;56.902916;60.612655
1131;57.637612;39.879608
1132;56.802999;60.611293
1133;56.832285;60.617328
1134;56.838304;60.595087
1135;56.829965;60.545255
1136;56.883966;60.564271
1137;56.7927;60.575412
1138;56.894807;60.605114
1139;45.074733;38.973148
1140;45.029341;41.964818
1141;45.041039;42.001644
1142;45.038364;41.952024
1143;45.02094;41.943458
1144;45.04635;42.009288
1145;45.061024;41.934376
1146;45.059899;41.947522
1147;51.675079;39.209577
1148;51.700853;39.230091
1149;51.657852;39.205125
1150;51.67753;39.213574
1151;51.669145;39.190597
1152;51.685022;39.189866
